,name,x1,x2,y1,y2,classname,face_no_mask,face_other_covering,face_with_mask,face_with_mask_incorrect
9412,3816.png,426,14,551,171,face_with_mask,0,0,1,0
14522,3678.png,375,113,677,513,face_with_mask,0,0,1,0
9657,4432.png,231,80,406,285,face_with_mask,0,0,1,0
4851,6150.jpg,274,314,340,386,face_no_mask,1,0,0,0
2352,4744.png,115,8,572,598,face_with_mask,0,0,1,0
2062,5305.jpg,156,56,303,281,face_no_mask,1,0,0,0
9442,2832.png,368,34,538,231,face_other_covering,0,1,0,1
14373,2310.png,213,169,325,299,face_other_covering,0,1,0,1
6321,3794.png,225,0,569,475,face_with_mask,0,0,1,0
15049,5974.jpg,5,1,118,96,face_no_mask,1,0,0,0
8350,3802.png,247,2,527,287,face_other_covering,0,1,0,1
12107,5970.jpg,2,166,99,269,face_no_mask,1,0,0,0
12573,4629.png,96,10,237,190,face_with_mask,0,0,1,0
12311,5412.jpg,768,128,933,364,face_no_mask,1,0,0,0
13068,3321.png,422,29,489,115,face_with_mask,0,0,1,0
5671,3292.png,147,171,268,319,face_other_covering,0,1,0,1
2443,2180.png,5,245,64,310,face_with_mask,0,0,1,0
3019,2477.png,169,64,477,540,face_with_mask,0,0,1,0
7981,3950.png,252,63,598,397,face_with_mask,0,0,1,0
11297,6143.jpg,214,129,1592,2308,face_no_mask,1,0,0,0
8098,3255.png,22,3,519,651,face_other_covering,0,1,0,1
6498,2647.png,378,45,690,495,face_with_mask,0,0,1,0
15014,4141.png,292,112,376,228,face_with_mask,0,0,1,0
8275,2499.png,333,173,482,383,face_with_mask,0,0,1,0
13638,6015.jpg,362,156,416,215,face_no_mask,1,0,0,0
976,4325.png,155,88,213,156,face_with_mask,0,0,1,0
10381,6113.jpg,280,32,403,216,face_other_covering,0,1,0,1
410,2016.jpg,1601,314,1791,542,face_with_mask,0,0,1,0
4346,3934.png,293,78,360,150,face_with_mask,0,0,1,0
11694,5735.jpg,322,25,467,193,face_with_mask,0,0,1,0
11883,2410.png,85,3,311,287,face_with_mask,0,0,1,0
10678,3714.png,1020,59,1135,196,face_with_mask,0,0,1,0
14759,3589.png,412,69,557,254,face_with_mask,0,0,1,0
2466,2619.png,766,301,908,473,face_with_mask,0,0,1,0
15215,3719.png,280,251,315,298,face_with_mask,0,0,1,0
1334,3461.png,228,183,339,339,face_with_mask,0,0,1,0
11201,2582.png,397,6,535,208,face_other_covering,0,1,0,1
13469,2144.jpg,402,298,555,496,face_with_mask,0,0,1,0
14170,6343.jpg,427,42,531,172,face_no_mask,1,0,0,0
9071,3829.png,502,91,717,368,face_with_mask,0,0,1,0
6933,1835.jpg,910,143,952,194,face_with_mask,0,0,1,0
1215,3020.png,361,58,434,143,face_with_mask,0,0,1,0
7038,5538.jpg,70,6,397,493,face_no_mask,1,0,0,0
7442,3871.png,172,113,478,525,face_with_mask,0,0,1,0
7774,5188.jpg,2268,520,3138,1709,face_with_mask,0,0,1,0
11482,4467.png,223,5,428,272,face_with_mask,0,0,1,0
8062,5216.jpg,271,312,473,577,face_other_covering,0,1,0,1
12220,4409.png,287,26,642,464,face_with_mask,0,0,1,0
6275,3953.png,210,181,251,227,face_with_mask,0,0,1,0
5677,2836.png,139,41,473,450,face_with_mask,0,0,1,0
8471,5372.jpg,792,191,1094,579,face_with_mask,0,0,1,0
14787,2125.png,329,210,465,378,face_other_covering,0,1,0,1
4487,6297.jpg,467,131,528,201,face_no_mask,1,0,0,0
13200,6198.jpg,49,21,209,237,face_other_covering,0,1,0,1
2096,3553.png,180,69,370,336,face_with_mask,0,0,1,0
2006,3779.png,305,111,335,150,face_with_mask,0,0,1,0
5463,4550.png,248,41,370,165,face_with_mask,0,0,1,0
12035,2670.png,713,82,796,181,face_other_covering,0,1,0,1
14796,5442.jpg,420,69,664,376,face_with_mask,0,0,1,0
15118,4777.png,631,51,703,152,face_with_mask,0,0,1,0
1522,6092.jpg,209,24,518,426,face_other_covering,0,1,0,1
9087,3768.png,354,149,406,209,face_with_mask,0,0,1,0
5373,3513.png,735,132,839,246,face_with_mask,0,0,1,0
240,5279.jpg,506,197,587,288,face_other_covering,0,1,0,1
12321,3446.png,64,60,381,520,face_with_mask,0,0,1,0
827,2466.png,13,6,287,285,face_with_mask,0,0,1,0
8880,2871.png,461,20,494,93,face_with_mask,0,0,1,0
5709,5876.jpg,18,4,716,624,face_no_mask,1,0,0,0
6470,6029.jpg,198,123,328,282,face_no_mask,1,0,0,0
1964,3612.png,97,230,170,331,face_with_mask,0,0,1,0
13353,4742.png,205,5,550,424,face_with_mask,0,0,1,0
7049,4551.png,239,20,461,313,face_with_mask,0,0,1,0
10113,2353.png,1050,101,1168,260,face_with_mask,0,0,1,0
52,3939.png,674,134,714,174,face_with_mask,0,0,1,0
11576,4064.png,394,274,481,376,face_with_mask,0,0,1,0
6644,5985.jpg,675,222,752,312,face_no_mask,1,0,0,0
4098,3046.png,258,6,837,588,face_with_mask,0,0,1,0
3013,2894.png,13,7,922,661,face_with_mask,0,0,1,0
13664,2915.png,612,271,648,313,face_with_mask,0,0,1,0
7417,5354.jpg,161,77,337,332,face_other_covering,0,1,0,1
908,2293.png,532,335,627,426,face_with_mask,0,0,1,0
9702,4723.png,386,73,466,161,face_with_mask,0,0,1,0
9867,3114.png,164,6,506,459,face_other_covering,0,1,0,1
10088,5184.jpg,201,134,368,353,face_with_mask,0,0,1,0
13978,2689.png,179,128,215,173,face_with_mask,0,0,1,0
8980,5297.jpg,242,186,415,420,face_other_covering,0,1,0,1
10791,4283.png,70,7,423,427,face_with_mask,0,0,1,0
12063,5599.jpg,296,144,627,507,face_other_covering,0,1,0,1
47,3939.png,626,106,666,159,face_other_covering,0,1,0,1
1396,4767.png,1,95,59,212,face_with_mask,0,0,1,0
9950,4347.png,304,7,512,210,face_other_covering,0,1,0,1
8318,2880.png,219,5,448,265,face_with_mask,0,0,1,0
9021,6060.jpg,422,0,712,289,face_no_mask,1,0,0,0
3296,2550.png,711,11,763,105,face_with_mask,0,0,1,0
3707,2011.jpg,160,252,686,836,face_no_mask,1,0,0,0
2014,1971.jpg,263,33,391,181,face_with_mask,0,0,1,0
8828,1998.jpg,622,0,2915,2411,face_other_covering,0,1,0,1
14977,2587.png,156,34,229,120,face_with_mask,0,0,1,0
10488,2785.png,382,43,548,257,face_with_mask,0,0,1,0
14400,4690.png,185,15,323,188,face_other_covering,0,1,0,1
14234,5281.jpg,362,98,736,586,face_other_covering,0,1,0,1
6178,2286.png,308,130,390,244,face_with_mask,0,0,1,0
7730,3193.png,205,184,347,400,face_with_mask_incorrect,0,0,0,1
5691,5989.jpg,248,138,343,266,face_no_mask,1,0,0,0
7598,5359.jpg,357,137,557,390,face_other_covering,0,1,0,1
7846,4353.png,370,1,529,143,face_with_mask,0,0,1,0
4418,3181.png,356,85,465,234,face_with_mask,0,0,1,0
11799,3138.png,302,0,402,82,face_with_mask,0,0,1,0
411,2016.jpg,727,268,997,591,face_with_mask,0,0,1,0
6645,5985.jpg,748,256,825,362,face_no_mask,1,0,0,0
3098,6147.jpg,961,6,1191,303,face_no_mask,1,0,0,0
12130,3810.png,203,2,291,73,face_with_mask,0,0,1,0
4235,6053.jpg,311,113,522,347,face_other_covering,0,1,0,1
1046,3503.png,213,43,589,525,face_with_mask_incorrect,0,0,0,1
11685,6055.jpg,436,92,603,316,face_no_mask,1,0,0,0
6296,3790.png,185,122,251,199,face_with_mask,0,0,1,0
7938,4752.png,219,49,301,165,face_other_covering,0,1,0,1
304,4662.png,78,216,294,543,face_with_mask_incorrect,0,0,0,1
7344,2017.jpg,321,218,521,458,face_other_covering,0,1,0,1
2256,4522.png,194,8,497,487,face_other_covering,0,1,0,1
14390,3738.png,335,312,488,499,face_with_mask,0,0,1,0
11529,3803.png,447,104,526,208,face_with_mask,0,0,1,0
8618,6114.jpg,565,48,664,191,face_no_mask,1,0,0,0
239,5279.jpg,127,39,272,241,face_other_covering,0,1,0,1
4229,6116.jpg,410,296,530,450,face_no_mask,1,0,0,0
1646,1838.jpg,800,49,888,154,face_other_covering,0,1,0,1
10501,3905.png,537,11,748,275,face_with_mask,0,0,1,0
12561,1941.jpg,376,29,419,84,face_with_mask,0,0,1,0
2088,2002.jpg,79,82,270,364,face_other_covering,0,1,0,1
4655,4465.png,6,7,427,588,face_no_mask,1,0,0,0
12813,1810.jpg,875,231,954,328,face_with_mask_incorrect,0,0,0,1
2533,3209.png,306,22,675,541,face_with_mask,0,0,1,0
11225,4524.png,266,8,521,400,face_with_mask,0,0,1,0
1663,2692.png,83,24,335,311,face_other_covering,0,1,0,1
5845,3448.png,161,0,476,271,face_other_covering,0,1,0,1
15255,3740.png,208,58,280,147,face_with_mask,0,0,1,0
13166,4381.png,440,153,619,363,face_with_mask,0,0,1,0
10125,6100.jpg,1071,1026,1316,1334,face_no_mask,1,0,0,0
175,6403.png,612,0,1112,779,face_with_mask,0,0,1,0
13062,2876.png,278,57,363,175,face_with_mask,0,0,1,0
11895,2696.png,259,29,516,360,face_other_covering,0,1,0,1
12937,2819.png,158,232,243,344,face_other_covering,0,1,0,1
5883,5169.jpg,239,31,277,73,face_with_mask,0,0,1,0
14090,5313.jpeg,488,111,811,493,face_other_covering,0,1,0,1
1485,2609.png,228,106,428,426,face_other_covering,0,1,0,1
7110,2243.png,103,2,558,434,face_other_covering,0,1,0,1
4853,6150.jpg,464,180,495,252,face_no_mask,1,0,0,0
15100,4768.png,335,73,394,149,face_with_mask,0,0,1,0
1977,4991.jpg,412,25,815,608,face_with_mask,0,0,1,0
3733,2990.png,105,11,322,302,face_with_mask,0,0,1,0
5091,2191.png,263,129,525,464,face_with_mask,0,0,1,0
15369,4311.png,533,35,808,351,face_with_mask,0,0,1,0
13783,2427.png,30,128,83,210,face_with_mask,0,0,1,0
6713,5627.jpg,295,171,393,286,face_no_mask,1,0,0,0
4988,4454.png,253,23,431,225,face_other_covering,0,1,0,1
1708,2569.png,3,41,208,308,face_other_covering,0,1,0,1
5817,5968.jpg,387,323,460,430,face_no_mask,1,0,0,0
10269,5914.jpg,432,100,530,217,face_no_mask,1,0,0,0
10437,4698.png,409,211,494,296,face_other_covering,0,1,0,1
965,6364.jpg,337,328,581,654,face_no_mask,1,0,0,0
14673,5715.jpg,163,18,298,191,face_other_covering,0,1,0,1
3608,3352.png,519,220,627,354,face_with_mask,0,0,1,0
2765,3628.png,365,145,580,416,face_with_mask,0,0,1,0
12694,5120.jpg,763,458,799,523,face_no_mask,1,0,0,0
13788,3137.png,480,226,525,296,face_with_mask,0,0,1,0
12436,4841.png,15,8,369,395,face_with_mask,0,0,1,0
3465,5470.jpg,214,64,392,254,face_other_covering,0,1,0,1
8437,4818.png,527,76,608,175,face_with_mask,0,0,1,0
4828,3280.png,185,0,960,682,face_with_mask,0,0,1,0
12730,3632.png,149,59,518,552,face_with_mask,0,0,1,0
13375,3989.png,270,130,330,198,face_with_mask,0,0,1,0
14593,3007.png,341,9,434,139,face_with_mask,0,0,1,0
14156,1981.jpg,266,30,339,122,face_with_mask,0,0,1,0
9068,6153.jpg,641,9,1199,636,face_no_mask,1,0,0,0
10801,3981.png,223,281,267,332,face_with_mask,0,0,1,0
4420,3181.png,585,163,698,333,face_no_mask,1,0,0,0
2140,3120.png,400,282,415,304,face_with_mask,0,0,1,0
3836,5939.jpg,120,236,200,311,face_no_mask,1,0,0,0
6427,2341.png,134,5,305,181,face_with_mask,0,0,1,0
12802,4083.png,247,201,418,428,face_with_mask,0,0,1,0
7585,2802.png,206,110,325,272,face_with_mask,0,0,1,0
2232,3184.png,119,88,213,199,face_with_mask,0,0,1,0
7489,2612.png,0,55,66,201,face_no_mask,1,0,0,0
942,5645.jpg,824,127,1095,517,face_other_covering,0,1,0,1
11127,4313.png,120,37,533,611,face_with_mask,0,0,1,0
5810,2371.png,432,382,473,435,face_with_mask,0,0,1,0
10644,4582.png,528,2,774,211,face_with_mask,0,0,1,0
8702,3146.png,339,125,487,308,face_other_covering,0,1,0,1
13033,3177.png,262,162,327,226,face_with_mask,0,0,1,0
1223,3020.png,92,32,142,85,face_other_covering,0,1,0,1
7257,4427.png,191,8,719,655,face_with_mask,0,0,1,0
12739,5183.jpg,597,23,866,358,face_with_mask,0,0,1,0
5077,3688.png,371,32,536,227,face_with_mask,0,0,1,0
2375,2515.png,412,29,464,229,face_with_mask,0,0,1,0
186,4931.png,133,67,486,407,face_with_mask,0,0,1,0
1391,2329.png,240,208,286,270,face_with_mask,0,0,1,0
14044,6067.jpg,339,46,413,142,face_no_mask,1,0,0,0
3738,3240.png,187,179,292,334,face_with_mask,0,0,1,0
9186,2041.jpg,173,448,421,748,face_no_mask,1,0,0,0
13230,4096.png,426,21,515,139,face_with_mask,0,0,1,0
10329,1872.jpg,1049,98,1235,318,face_with_mask_incorrect,0,0,0,1
2148,4846.png,254,145,412,371,face_with_mask,0,0,1,0
14002,5046.jpg,238,106,443,473,face_no_mask,1,0,0,0
406,2431.png,329,206,380,277,face_with_mask,0,0,1,0
563,6418.png,439,292,467,353,face_with_mask_incorrect,0,0,0,1
3482,3430.png,538,289,558,305,face_with_mask,0,0,1,0
12202,2810.png,161,493,261,594,face_with_mask,0,0,1,0
13851,6011.jpg,7,88,52,148,face_no_mask,1,0,0,0
4402,5995.jpg,413,65,495,171,face_other_covering,0,1,0,1
3684,3695.png,9,331,34,365,face_with_mask_incorrect,0,0,0,1
2554,5556.jpg,991,287,1099,453,face_no_mask,1,0,0,0
14683,5022.jpg,266,44,422,234,face_with_mask,0,0,1,0
15394,6326.jpg,850,271,1642,1393,face_no_mask,1,0,0,0
15063,5166.jpg,636,194,724,312,face_with_mask_incorrect,0,0,0,1
14466,6068.jpg,530,149,603,224,face_no_mask,1,0,0,0
7986,1809.jpg,915,78,1419,742,face_no_mask,1,0,0,0
13995,4281.png,60,30,396,491,face_no_mask,1,0,0,0
6842,1933.jpg,307,309,783,888,face_with_mask,0,0,1,0
11072,1906.jpg,734,523,1397,1129,face_with_mask,0,0,1,0
12697,5120.jpg,2,487,169,798,face_other_covering,0,1,0,1
12411,5011.jpg,95,125,191,248,face_with_mask,0,0,1,0
2734,3732.png,274,0,330,35,face_with_mask,0,0,1,0
4584,4154.png,141,26,433,415,face_with_mask,0,0,1,0
8402,3293.png,464,3,560,152,face_with_mask,0,0,1,0
15367,5416.jpg,168,38,406,381,face_with_mask,0,0,1,0
2174,2842.png,86,0,519,443,face_with_mask,0,0,1,0
1787,4491.png,112,160,254,397,face_with_mask,0,0,1,0
3248,4615.png,154,178,432,544,face_with_mask,0,0,1,0
8590,2299.png,357,68,418,146,face_with_mask,0,0,1,0
9835,6354.jpg,453,64,816,611,face_other_covering,0,1,0,1
2918,4606.png,34,156,153,315,face_with_mask,0,0,1,0
8872,2871.png,148,205,259,358,face_with_mask,0,0,1,0
13880,5268.jpg,309,71,426,234,face_other_covering,0,1,0,1
2585,4977.png,401,162,469,242,face_with_mask,0,0,1,0
14644,3559.png,275,188,352,276,face_other_covering,0,1,0,1
3354,6088.jpg,1039,1071,1450,1533,face_no_mask,1,0,0,0
10431,4453.png,367,343,401,379,face_no_mask,1,0,0,0
14702,5403.jpg,7,1,472,709,face_other_covering,0,1,0,1
4994,4219.png,208,129,261,193,face_with_mask,0,0,1,0
11334,2676.png,315,254,403,391,face_with_mask_incorrect,0,0,0,1
690,4199.png,142,5,314,198,face_with_mask,0,0,1,0
10861,4847.png,224,175,425,403,face_with_mask_incorrect,0,0,0,1
2328,6234.jpg,611,5,1009,516,face_no_mask,1,0,0,0
12610,5013.jpg,178,177,242,258,face_with_mask,0,0,1,0
6459,4709.png,274,51,350,175,face_with_mask,0,0,1,0
4789,3362.png,534,97,621,201,face_with_mask,0,0,1,0
3111,2422.png,349,20,381,60,face_with_mask,0,0,1,0
1771,1912.jpg,501,51,573,140,face_with_mask,0,0,1,0
10570,2973.png,3,7,702,813,face_with_mask,0,0,1,0
2505,4140.png,94,43,282,321,face_with_mask,0,0,1,0
5402,6232.jpg,305,256,382,365,face_no_mask,1,0,0,0
9057,5437.jpg,364,91,475,247,face_other_covering,0,1,0,1
13639,6015.jpg,276,169,339,254,face_no_mask,1,0,0,0
12440,2913.png,100,10,692,422,face_with_mask,0,0,1,0
15410,3216.png,126,69,409,463,face_with_mask,0,0,1,0
3391,3086.png,561,80,651,186,face_with_mask,0,0,1,0
13633,2641.png,177,142,509,601,face_with_mask,0,0,1,0
2715,3349.png,426,177,588,364,face_with_mask,0,0,1,0
1796,5858.jpg,217,110,469,419,face_no_mask,1,0,0,0
14820,1812.jpg,157,124,190,173,face_no_mask,1,0,0,0
14530,4264.png,633,211,796,389,face_other_covering,0,1,0,1
13169,4381.png,730,200,791,258,face_other_covering,0,1,0,1
2516,3962.png,762,68,1119,453,face_other_covering,0,1,0,1
6291,5609.jpg,325,104,426,235,face_no_mask,1,0,0,0
6818,3221.png,266,112,328,194,face_with_mask,0,0,1,0
14838,4368.png,154,154,275,254,face_with_mask,0,0,1,0
1851,2860.png,9,98,57,156,face_with_mask,0,0,1,0
7422,6304.jpg,548,163,1052,810,face_no_mask,1,0,0,0
9388,4743.png,191,69,525,497,face_with_mask,0,0,1,0
6822,2174.png,238,33,469,374,face_with_mask,0,0,1,0
3476,3430.png,217,231,270,288,face_with_mask,0,0,1,0
9813,4304.png,306,7,685,408,face_with_mask,0,0,1,0
4737,6266.jpg,615,305,667,365,face_no_mask,1,0,0,0
2682,4757.png,169,38,399,459,face_other_covering,0,1,0,1
673,3588.png,387,1,625,243,face_with_mask,0,0,1,0
13874,2600.png,87,46,470,634,face_with_mask,0,0,1,0
4823,4115.png,570,87,734,315,face_with_mask,0,0,1,0
4372,5678.jpg,309,32,665,419,face_no_mask,1,0,0,0
4009,3841.png,616,31,700,363,face_no_mask,1,0,0,0
14650,4257.png,3,6,327,459,face_with_mask,0,0,1,0
7588,2802.png,152,296,285,524,face_with_mask,0,0,1,0
14575,2669.png,200,32,272,112,face_with_mask,0,0,1,0
10779,3892.png,337,39,406,119,face_with_mask,0,0,1,0
968,6364.jpg,1390,568,1574,812,face_no_mask,1,0,0,0
2529,6227.jpg,253,4,485,310,face_no_mask,1,0,0,0
2390,6000.jpg,666,453,743,560,face_no_mask,1,0,0,0
597,6387.jpg,320,12,442,178,face_no_mask,1,0,0,0
10503,3905.png,835,118,994,336,face_with_mask,0,0,1,0
6722,5913.jpg,208,209,257,265,face_no_mask,1,0,0,0
4785,4933.png,100,124,203,229,face_with_mask,0,0,1,0
4179,2214.png,91,192,314,497,face_with_mask,0,0,1,0
11624,3254.png,411,259,452,314,face_no_mask,1,0,0,0
10842,4953.png,169,112,283,234,face_with_mask,0,0,1,0
7820,6106.jpg,779,39,999,341,face_no_mask,1,0,0,0
11642,3562.png,291,18,518,392,face_other_covering,0,1,0,1
5665,4965.png,502,20,583,142,face_with_mask,0,0,1,0
5560,4645.png,223,46,282,128,face_with_mask,0,0,1,0
3751,3240.png,715,102,764,159,face_with_mask,0,0,1,0
6567,2660.png,176,63,375,315,face_other_covering,0,1,0,1
5153,4691.png,93,173,149,234,face_no_mask,1,0,0,0
9357,3002.png,356,292,426,378,face_with_mask,0,0,1,0
235,5725.jpg,108,82,358,349,face_other_covering,0,1,0,1
13987,3444.png,88,23,376,365,face_with_mask,0,0,1,0
5444,5660.jpg,484,3,734,367,face_other_covering,0,1,0,1
4413,1851.jpg,387,48,583,314,face_other_covering,0,1,0,1
2540,3251.png,136,176,400,529,face_with_mask,0,0,1,0
8160,2875.png,101,38,361,429,face_with_mask,0,0,1,0
12407,6322.jpg,218,4,575,375,face_other_covering,0,1,0,1
2758,3438.png,112,115,457,562,face_with_mask,0,0,1,0
13991,3806.png,172,3,506,468,face_with_mask,0,0,1,0
669,2327.png,455,78,492,118,face_with_mask,0,0,1,0
13093,3308.png,87,130,119,169,face_with_mask,0,0,1,0
6845,3819.png,269,0,421,109,face_with_mask,0,0,1,0
13391,3544.png,132,65,390,366,face_with_mask,0,0,1,0
10299,3089.png,222,102,472,444,face_other_covering,0,1,0,1
13703,6419.png,154,124,434,483,face_with_mask,0,0,1,0
10420,2964.png,198,73,320,265,face_no_mask,1,0,0,0
9885,5476.jpg,73,176,169,318,face_no_mask,1,0,0,0
5458,3378.png,115,64,200,160,face_other_covering,0,1,0,1
6685,6258.jpg,314,134,681,639,face_no_mask,1,0,0,0
12593,3123.png,457,341,671,503,face_with_mask,0,0,1,0
9351,4627.png,286,25,435,186,face_with_mask,0,0,1,0
3936,3122.png,425,101,466,171,face_with_mask,0,0,1,0
8885,5128.jpg,197,26,248,97,face_with_mask,0,0,1,0
11918,4352.png,395,41,467,145,face_with_mask,0,0,1,0
4010,2226.png,286,8,373,115,face_with_mask,0,0,1,0
10205,1916.jpg,541,20,607,107,face_with_mask,0,0,1,0
3631,6389.jpg,657,89,1463,1135,face_with_mask,0,0,1,0
13018,4581.png,158,17,529,515,face_with_mask,0,0,1,0
4590,4540.png,98,70,291,382,face_with_mask_incorrect,0,0,0,1
9024,5076.jpg,172,150,258,261,face_with_mask,0,0,1,0
7449,5271.jpg,401,192,639,427,face_with_mask_incorrect,0,0,0,1
15359,5576.jpg,356,7,1156,747,face_other_covering,0,1,0,1
15037,4141.png,1012,102,1040,141,face_with_mask,0,0,1,0
7648,4330.png,586,135,613,167,face_no_mask,1,0,0,0
7017,3749.png,158,1,605,425,face_with_mask,0,0,1,0
4826,2720.png,266,26,494,319,face_with_mask,0,0,1,0
14669,3482.png,230,247,353,413,face_other_covering,0,1,0,1
5198,2526.png,199,5,460,346,face_with_mask,0,0,1,0
5798,4813.png,172,50,359,273,face_with_mask,0,0,1,0
1635,2537.png,853,297,939,406,face_no_mask,1,0,0,0
12733,6003.jpg,647,370,752,527,face_no_mask,1,0,0,0
12126,2493.png,293,33,390,164,face_with_mask,0,0,1,0
15003,5955.jpg,413,158,469,236,face_other_covering,0,1,0,1
1962,5720.jpg,266,17,398,176,face_other_covering,0,1,0,1
11203,5694.jpg,151,103,303,291,face_no_mask,1,0,0,0
3440,4412.png,107,9,566,581,face_with_mask,0,0,1,0
12409,5011.jpg,501,101,591,227,face_with_mask,0,0,1,0
13466,5724.jpg,238,46,454,330,face_other_covering,0,1,0,1
5631,3411.png,408,63,673,409,face_with_mask,0,0,1,0
4757,4537.png,220,217,289,285,face_with_mask,0,0,1,0
8785,2821.png,140,23,258,216,face_other_covering,0,1,0,1
13905,3478.png,148,151,200,208,face_with_mask,0,0,1,0
14639,2036.jpg,30,156,243,403,face_no_mask,1,0,0,0
12602,5013.jpg,566,129,659,228,face_with_mask,0,0,1,0
14237,3006.png,233,195,476,502,face_with_mask,0,0,1,0
4137,4705.png,710,263,869,438,face_with_mask,0,0,1,0
444,5027.jpg,365,12,526,203,face_with_mask,0,0,1,0
7085,4621.png,9,28,486,492,face_other_covering,0,1,0,1
2920,4606.png,114,285,310,566,face_with_mask,0,0,1,0
13721,2462.png,347,55,446,183,face_other_covering,0,1,0,1
10808,5235.jpg,305,76,537,488,face_no_mask,1,0,0,0
13056,5320.jpg,365,153,489,318,face_other_covering,0,1,0,1
154,4125.png,159,71,454,520,face_with_mask,0,0,1,0
6438,3771.png,73,0,326,317,face_with_mask,0,0,1,0
11589,2761.png,258,125,449,409,face_with_mask,0,0,1,0
6365,2946.png,281,6,362,125,face_with_mask,0,0,1,0
9603,4000.png,447,15,464,33,face_no_mask,1,0,0,0
3856,2051.jpg,40,62,111,136,face_with_mask,0,0,1,0
6276,4668.png,140,5,441,433,face_other_covering,0,1,0,1
10062,6314.jpg,391,226,519,437,face_no_mask,1,0,0,0
12841,3056.png,268,27,373,168,face_with_mask,0,0,1,0
10141,5602.jpg,165,55,413,383,face_other_covering,0,1,0,1
5356,6073.jpg,1660,290,2048,742,face_other_covering,0,1,0,1
3550,5384.jpg,24,1,535,544,face_other_covering,0,1,0,1
7857,4452.png,208,23,307,164,face_with_mask,0,0,1,0
7980,3950.png,2,4,443,239,face_with_mask,0,0,1,0
9884,5476.jpg,158,166,265,312,face_no_mask,1,0,0,0
6169,6306.jpg,29,9,661,818,face_no_mask,1,0,0,0
11506,3598.png,241,4,401,181,face_no_mask,1,0,0,0
5459,3378.png,307,97,371,171,face_other_covering,0,1,0,1
15233,2546.png,323,257,407,359,face_with_mask,0,0,1,0
1311,6013.jpg,599,20,638,79,face_other_covering,0,1,0,1
8443,5671.jpg,132,95,184,165,face_no_mask,1,0,0,0
4862,4181.png,78,1,658,556,face_with_mask,0,0,1,0
10344,3393.png,116,19,415,465,face_other_covering,0,1,0,1
10547,3955.png,100,6,658,610,face_with_mask,0,0,1,0
11962,5947.jpg,1193,256,1576,761,face_no_mask,1,0,0,0
212,6162.jpg,188,6,295,161,face_no_mask,1,0,0,0
8447,5030.jpg,386,0,1000,841,face_with_mask,0,0,1,0
6253,6194.jpg,652,162,788,341,face_no_mask,1,0,0,0
6612,1914.jpg,695,248,779,341,face_no_mask,1,0,0,0
6690,5106.jpg,408,2,682,240,face_with_mask,0,0,1,0
13265,4517.png,80,72,105,106,face_no_mask,1,0,0,0
2645,4866.png,1,132,21,178,face_with_mask,0,0,1,0
9259,4175.png,222,145,251,184,face_with_mask,0,0,1,0
11161,3234.png,266,2,508,296,face_with_mask,0,0,1,0
412,2016.jpg,0,200,241,516,face_with_mask,0,0,1,0
13396,4845.png,67,29,515,606,face_with_mask,0,0,1,0
15080,4369.png,249,6,501,300,face_with_mask,0,0,1,0
115,2275.png,319,232,372,295,face_no_mask,1,0,0,0
3896,6082.jpg,127,10,292,228,face_other_covering,0,1,0,1
5067,5425.jpg,110,65,610,765,face_with_mask,0,0,1,0
6505,2525.png,175,42,524,485,face_with_mask,0,0,1,0
4422,3181.png,170,165,279,301,face_other_covering,0,1,0,1
8629,3301.png,221,3,320,77,face_other_covering,0,1,0,1
7353,4909.png,173,59,499,487,face_with_mask,0,0,1,0
3807,4386.png,302,21,355,92,face_other_covering,0,1,0,1
3227,4088.png,362,70,588,416,face_with_mask_incorrect,0,0,0,1
